Soil_Type,Additive_Type,Additive_Proportion (%),Moisture_Content (%),Comp_Strength (MPa)
Gravel,Lime,11.378202567038501,24.73260245917694,4.438324618229893
Clay,Fly Ash,5.337039624801761,24.30237392872091,0.5
Clay,Lime,9.030160390774192,5.098799618688192,4.056623483641972
Gravel,Bitumen,13.124513219913004,24.03623570846478,3.089183221185947
Clay,Cement,14.50217329739221,17.78239875631001,4.0268312831503215
Gravel,Lime,8.868315281498035,22.358365890400442,0.5
Clay,Fly Ash,7.090341111092362,14.094797112677181,2.8051569420823625
Silt,Bitumen,17.523953551989486,15.311920571585006,5.0
Clay,Lime,19.766032710553283,14.776931605138405,5.0
Gravel,Lime,12.885352734540287,18.337285150922085,4.215579241548542
Gravel,Bitumen,7.575189287724553,7.793025095126258,4.642388958974913
Gravel,Lime,9.084609897790534,5.599471797453559,5.0
Gravel,Cement,5.275860148212001,11.158598831823818,1.3327645894255067
Gravel,Lime,18.714482098407487,19.093615254732935,5.0
Sand,Cement,6.766266243352117,9.037069042458967,3.591901677223909
Sand,Cement,13.647747132713803,18.468648666498346,2.1065924809042036
Clay,Bitumen,9.11082831030809,24.39824092214541,0.7402774371823048
Gravel,Lime,13.3126700377369,6.878014315788368,4.3329569337013485
Clay,Bitumen,14.771305825277963,18.452042364502525,5.0
Gravel,Lime,17.446127055608024,13.875004386091423,5.0
Gravel,Lime,8.09631907640905,22.362845087550106,3.418486017928099
Sand,Fly Ash,5.164937429877207,8.542995788947717,2.565461335454053
Sand,Lime,7.053284451032109,18.85251904452329,1.9247669945819181
Silt,Bitumen,18.500279627721575,21.762305792962206,2.3149103940231477
Sand,Cement,18.108351163437728,23.892284389480466,2.87172004749421
Silt,Lime,13.961196532554624,18.664960565792917,3.306571062356313
Silt,Fly Ash,14.0077529065048,14.943495280168547,1.809693026342402
Silt,Bitumen,14.975550118193832,17.356944804024277,2.598188565617269
Silt,Lime,7.630569179351744,22.378099689574363,1.5335103567228443
Silt,Bitumen,18.7161791888744,16.412194932776593,5.0
Clay,Fly Ash,11.281557873381097,5.607741193936738,5.0
Sand,Fly Ash,10.747077923742463,23.618973910139555,4.077983869246451
Silt,Bitumen,12.783765579242562,18.790535020631225,4.398865845909954
Gravel,Lime,5.704489501625826,18.53026771554493,2.1522724374072757
Sand,Cement,7.494250531341191,9.313503047954343,3.126518010475364
Sand,Fly Ash,16.070504246395558,18.177709404653143,5.0
Silt,Lime,6.241980018876897,12.87728811308317,0.6086088767286566
Clay,Lime,14.047281641995824,18.02465954082984,2.881610827395045
Silt,Cement,8.680236645219814,7.131860606159814,5.0
Clay,Fly Ash,10.839434210629648,18.156906092060723,2.4825314472321534
Gravel,Fly Ash,9.330406051560498,24.98827451541333,2.3084215586378005
Sand,Lime,10.335090746974238,5.964240777211121,3.613625013350251
Gravel,Lime,15.785688577763683,24.543483684426345,2.350641501316092
Clay,Cement,9.456825734347625,13.138159214457412,2.087979515432345
Clay,Cement,13.496069604453458,22.415069006745185,2.492974134688032
Gravel,Fly Ash,12.140756032986495,20.64770968116547,1.119953895854139
Clay,Bitumen,14.955067480439721,16.340325219733355,2.646173209545033
Gravel,Fly Ash,19.05244608987137,19.768984185026532,5.0
Sand,Lime,15.988581458153755,22.57031122602696,1.1597477359952986
Gravel,Fly Ash,8.224105678861351,13.082806433020659,3.259819712921721
Sand,Bitumen,5.46774702591927,11.540663231264773,2.6840037539622825
Gravel,Cement,8.933960664497377,18.351867711271694,5.0
Clay,Bitumen,13.926168960503823,21.15691883882517,2.4412070307515426
Gravel,Bitumen,5.771387202263755,20.245702695532316,1.3173447354087038
Clay,Bitumen,12.445493708018546,20.956272977172688,5.0
Gravel,Cement,13.952642733753338,13.71166629625866,5.0
Gravel,Bitumen,10.013658362254413,21.35668432350043,1.4426985050871972
Silt,Bitumen,16.56368305618733,7.404181107412169,5.0
Clay,Bitumen,6.598973797006577,15.889781959216991,2.822762507549573
Silt,Lime,6.127066726037132,5.115173209962432,4.767085968050821
Clay,Bitumen,15.92283134305405,11.491716598005405,3.3322624682714004
Silt,Cement,12.432369743092977,12.329230697427958,1.861775877929111
Sand,Bitumen,15.32603594641604,12.923453832185107,5.0
Gravel,Bitumen,11.522410079056193,18.909344133797244,2.263084835585804
Clay,Cement,8.696030498586602,12.771162025406914,2.580561493400408
Clay,Bitumen,17.286534765112997,13.973872452450614,5.0
Gravel,Cement,16.991238184534687,9.75088261748655,5.0
Clay,Bitumen,15.420447062816402,12.465035832586802,3.1288500198335525
Clay,Cement,9.08217705844944,9.545392545263029,3.696699363621871
Silt,Bitumen,13.853460003036307,6.463918475368873,3.793908856982195
Clay,Bitumen,10.414608454100403,17.06897186762756,4.257315923647129
Sand,Lime,6.373731099899512,18.364255971100327,2.8899686655026904
Sand,Lime,18.75970363193364,17.389806920192292,5.0
Gravel,Bitumen,7.052279463784421,14.269880876011447,0.8713742206891244
Clay,Bitumen,19.253560307312036,12.595715603584596,3.7604358786184098
Gravel,Fly Ash,11.690086594369337,22.266672991436504,1.4476267479941674
